verb	verb_present	verb_past
toxify	toxifies	toxified
toy	toys	toyed
toze	tozes	tozed
tp	tp's	tp'ed
trace	traces	traced
traceroute	traceroutes	tracerouted
tracheotomize	tracheotomizes	tracheotomized
track	tracks	tracked
tract	tracts	tracted
traction	tractions	tractioned
trade	trades	traded
trademark	trademarks	trademarked
tradition	traditions	traditioned
traditionalize	traditionalizes	traditionalized
traduce	traduces	traduced
traduct	traducts	traducted
traffic	traffics	trafficked
traffick	trafficks	trafficked
tragedize	tragedizes	tragedized
tragicize	tragicizes	tragicized
trail	trails	trailed
trailer	trailers	trailered
train	trains	trained
traipse	traipses	traipsed
traitor	traitors	traitored
traject	trajects	trajected
tralineate	tralineates	tralineated
tram	trams	trammed
tramble	trambles	trambled
trammel	trammels	trammelled
tramp	tramps	tramped
trample	tramples	trampled
trampoline	trampolines	trampolined
trampoose	trampooses	trampoosed
trance	trances	tranced
tranch	tranches	tranched
tranduce	tranduces	tranduced
trank	tranks	tranked
tranq	tranqs	tranqed
tranquilise	tranquilises	tranquilised
tranquilize	tranquilizes	tranquilized
tranquillise	tranquillises	tranquillised
tranquillize	tranquillizes	tranquillized
transact	transacts	transacted
transactivate	transactivates	transactivated
transaminate	transaminates	transaminated
transanimate	transanimates	transanimated
transceive	transceives	transceived
transcend	transcends	transcended
transcendentalize	transcendentalizes	transcendentalized
transchange	transchanges	transchanged
transclude	transcludes	transcluded
transcode	transcodes	transcoded
transcolate	transcolates	transcolated
transcompile	transcompiles	transcompiled
transcorporate	transcorporates	transcorporated
transcreate	transcreates	transcreated
transcribe	transcribes	transcribed
transcur	transcurs	transcurred
transcytose	transcytoses	transcytosed
transdialect	transdialects	transdialected
transdifferentiate	transdifferentiates	transdifferentiated
transduce	transduces	transduced
transect	transects	transected
transelement	transelements	transelemented
transesterify	transesterifies	transesterified
transfect	transfects	transfected
transfenestrate	transfenestrates	transfenestrated
transfer	transfers	transferred
transfigurate	transfigurates	transfigurated
transfigure	transfigures	transfigured
transfix	transfixes	transfixed
transform	transforms	transformed
transfreight	transfreights	transfreighted
transfrete	transfretes	transfreted
transfund	transfunds	transfunded
transfuse	transfuses	transfused
transgender	transgenders	transgendered
transglycosylate	transglycosylates	transglycosylated
transgress	transgresses	transgressed
transhape	transhapes	transhaped
tranship	tranships	transhipped
transhumanize	transhumanizes	transhumanized
transilluminate	transilluminates	transilluminating
transistorize	transistorizes	transistorized
transit	transits	transited
transition	transitions	transitioned
transitivize	transitivizes	transitivized
translate	translates	translated
transliterate	transliterates	transliterated
translocate	translocates	translocated
transmeate	transmeates	transmeated
transmetallate	transmetallates	transmetallated
transmethylate	transmethylates	transmethylated
transmew	transmews	transmewed
transmigrate	transmigrates	transmigrated
transmit	transmits	transmitted
transmogrify	transmogrifies	transmogrified
transmove	transmoves	transmoved
transmute	transmutes	transmuted
transnature	transnatures	transnatured
transpare	transpares	transpared
transparentize	transparentizes	transparentized
transpass	transpasses	transpassed
transpeciate	transpeciates	transpeciated
transpierce	transpierces	transpierced
transpile	transpiles	transpiled
transpire	transpires	transpired
transplace	transplaces	transplaced
transplant	transplants	transplanted
transport	transports	transported
transpose	transposes	transposed
transprint	transprints	transprinted
transprose	transproses	transprosed
transrate	transrates	transrated
transsex	transsexes	transsexed
transshape	transshapes	transshaped
transshift	transshifts	transshifted
transship	transships	transshipped
transubstantiate	transubstantiates	transubstantiated
transude	transudes	transuded
transume	transumes	transumed
transvalue	transvalues	transvalued
transvasate	transvasates	transvasated
transverberate	transverberates	transverberated
transverse	transverses	transversed
transvert	transverts	transverted
transvest	transvests	transvested
trant	trants	tranted
trap	traps	trapped
trapan	trapans	trapanned
trape	trapes	traped
trapes	trapeses	trapesed
trapeze	trapezes	trapezed
trash	trashes	trashed
traumatise	traumatises	traumatised
traumatize	traumatizes	traumatized
traunch	traunches	traunched
traunt	traunts	traunted
travail	travails	travailed
travel	travels	traveled
travell	travells	travelled
traverse	traverses	traversed
travesty	travesties	travestied
trawl	trawls	trawled
tray	trays	trayed
tread	treads	trod
treadle	treadles	treadled
treasure	treasures	treasured
treat	treats	treated
treble	trebles	trebled
treck	trecks	trecked
treddle	treddles	treddled
tree	trees	treed
treebank	treebanks	treebanked
treeify	treeifies	treeified
trek	treks	trekked
trellis	trellises	trellised
tremble	trembles	trembled
tremor	tremors	tremored
tremour	tremours	tremoured
tremp	tremps	tremped
trench	trenches	trenched
trend	trends	trended
trendify	trendifies	trendified
trepan	trepans	trepanned
trephine	trephines	trephined
trespass	trespasses	trespassed
tress	tresses	tressed
triage	triages	triaged
trial	trials	trialled
triangulate	triangulates	triangulated
tribalize	tribalizes	tribalized
tribe	tribes	tribed
tribotest	tribotests	tribotested
tribulate	tribulates	tribulated
tribute	tributes	tributed
trice	trices	triced
trichinize	trichinizes	trichinized
trichotomize	trichotomizes	trichotomized
trick	tricks	tricked
trickle	trickles	trickled
triculate	triculates	triculated
tricycle	tricycles	tricycled
trifallow	trifallows	trifallowed
trifle	trifles	trifled
triforce	triforces	triforced
trifurcate	trifurcates	trifurcated
trig	trigs	trigged
trigger	triggers	triggered
trike	trikes	triked
trill	trills	trilled
trim	trims	trimmed
trimerise	trimerises	trimerised
trimerize	trimerizes	trimerized
trimethylate	trimethylates	trimethylated
trindle	trindles	trindled
trine	trines	trined
trinket	trinkets	trinketed
trinketize	trinketizes	trinketized
trinkle	trinkles	trinkled
trip	trips	tripped
triphthongize	triphthongizes	triphthongized
triple	triples	tripled
triplicate	triplicates	triplicated
tripod	tripods	tripoded
trisect	trisects	trisected
trist	trists	tristed
tristitiate	tristitiates	tristitiated
triturate	triturates	triturated
triumph	triumphs	triumphed
trivialise	trivialises	trivialised
trivialize	trivializes	trivialized
troak	troaks	troaked
troat	troats	troated
troble	trobles	trobled
trod	trods	trodded
troke	trokes	troked
troll	trolls	trolled
trolley	trolleys	trolleyed
trollop	trollops	trolloped
tromp	tromps	tromped
troop	troops	trooped
trope	tropes	troped
tropicalize	tropicalizes	tropicalized
tropify	tropifies	tropified
tropologize	tropologizes	tropologized
trosh	troshes	troshed
trot	trots	trotted
trothplight	trothplights	trothplighted
trouble	troubles	troubled
troubleshoot	troubleshoots	troubleshot
trough	troughs	troughed
troul	trouls	trouled
trounce	trounces	trounced
troupe	troupes	trouped
trouser	trousers	trousered
trout	trouts	trouted
trow	trows	trowed
trowel	trowels	troweled
trowl	trowls	trowled
truant	truants	truanted
truck	trucks	trucked
truckle	truckles	truckled
trudge	trudges	trudged
true	trues	trued
trump	trumps	trumped
trumpet	trumpets	trumpeted
truncate	truncates	truncated
truncheon	truncheons	truncheoned
trundle	trundles	trundled
trunk	trunks	trunked
truss	trusses	trussed
trust	trusts	trusted
trustee	trustees	trusteeed
truth	truths	truthed
try	tries	tried
trypsinise	trypsinises	trypsinised
trypsinize	trypsinizes	trypsinized
tryst	trysts	trysted
tsk	tsks	tsked
tsktsk	tsktsks	tsktsked
tszuj	tszujes	tszujed
tub	tubs	tubbed
tube	tubes	tubed
tubthump	tubthumps	tubthumped
tubulate	tubulates	tubulated
tuck	tucks	tucked
tucker	tuckers	tuckered
tuft	tufts	tufted
tug	tugs	tugged
tumb	tumbs	tumbed
tumble	tumbles	tumbled
tumefy	tumefies	tumefied
tump	tumps	tumped
tumulate	tumulates	tumulated
tumult	tumults	tumulted
tumultuate	tumultuates	tumultuated
tun	tuns	tunned
tune	tunes	tuned
tunnel	tunnels	tunnelled
tup	tups	tupped
turbanize	turbanizes	turbanized
turbinate	turbinates	turbinated
turbocharge	turbocharges	turbocharged
turf	turfs	turfed
turgesce	turgesces	turgesced
turmoil	turmoils	turmoiled
turn	turns	turned
turney	turneys	turneyed
turnkey	turnkeys	turnkeyed
turnpike	turnpikes	turnpiked
turntable	turntables	turntabled
turpentine	turpentines	turpentined
turtle	turtles	turtled
tush	tushes	tushed
tusk	tusks	tusked
tussle	tussles	tussled
tut	tuts	tutted
tutor	tutors	tutored
tutorize	tutorizes	tutorized
tutoy	tutoys	tutoyed
tuxy	tuxies	tuxied
twaddle	twaddles	twaddled
twain	twains	twained
twang	twangs	twanged
twangle	twangles	twangled
twank	twanks	twanked
twat	twats	twatted
twattle	twattles	twattled
tweag	tweags	tweaged
tweak	tweaks	tweaked
tweedle	tweedles	tweedled
tween	tweens	tweened
tweep	tweeps	tweeped
tweet	tweets	tweeted
tweeze	tweezes	tweezed
tweezer	tweezers	tweezered
twerk	twerks	twerked
twiddle	twiddles	twiddled
twidle	twidles	twidled
twifallow	twifallows	twifallowed
twig	twigs	twigged
twill	twills	twilled
twin	twins	twinned
twine	twines	twined
twinge	twinges	twinged
twink	twinks	twinked
twinkle	twinkles	twinkled
twire	twires	twired
twirl	twirls	twirled
twist	twists	twisted
twit	twits	twitted
twitch	twitches	twitched
twitter	twitters	twittered
twizzle	twizzles	twizzled
twoc	twocs	twocced
twonk	twonks	twonked
tyek	tyeks	took
tyle	tyles	tyled
tympanize	tympanizes	tympanized
tyne	tynes	tyned
type	types	typed
typecast	typecasts	typecast
typeset	typesets	typeset
typewrite	typewrites	typewrote
typify	typifies	typified
typo	typos	typoed
tyrannise	tyrannises	tyrannised
tyrannize	tyrannizes	tyrannized
tyrant	tyrants	tyranted
tölt	tölts	tölted
ubicate	ubicates	ubicated
ubiquitinate	ubiquitinates	ubiquitinated
ubiquitinylate	ubiquitinylates	ubiquitinylated
ubiquitylate	ubiquitylates	ubiquitylated
ug	ugs	ugged
uglify	uglifies	uglified
ul	uls	uled
ulcerate	ulcerates	ulcerated
ultracentrifuge	ultracentrifuges	ultracentrifuged
ultracrepidate	ultracrepidates	ultracrepidated
ultrasimplify	ultrasimplifies	ultrasimplified
ululate	ululates	ululated
um	ums	ummed
umbecast	umbecasts	umbecast
umbeclap	umbeclaps	umbeclapped
umbedraw	umbedraws	umbedrew
umbego	umbegoes	umbewent
umbegrip	umbegrips	umbegripped
umbegrippe	umbegrippes	umbegripped
umbelap	umbelaps	umbelapped
umbelappe	umbelappes	umbelapped
umbeschew	umbeschews	umbeschewed
umbeset	umbesets	umbeset
umbethink	umbethinks	umbethought
umbrage	umbrages	umbraged
umbraid	umbraids	umbraided
umbrate	umbrates	umbrated
umbrella	umbrellas	umbrellaed
umcast	umcasts	umcast
umlaut	umlauts	umlauted
umount	umounts	umounted
ump	umps	umped
umpire	umpires	umpired
umshade	umshades	umshaded
unabandon	unabandons	unabandoned
unabate	unabates	unabated
unabbreviate	unabbreviates	unabbreviated
unabdicate	unabdicates	unabdicated
unabolish	unabolishes	unabolished
unabort	unaborts	unaborted
unabsolve	unabsolves	unabsolved
unaccent	unaccents	unaccented
unaccept	unaccepts	unaccepted
unacknowledge	unacknowledges	unacknowledged
unacquaint	unacquaints	unacquainted
unadd	unadds	unadded
unaffiliate	unaffiliates	unaffiliated
unalienate	unalienates	unalienated
unalter	unalters	unaltered
unanchor	unanchors	unanchored
unapparel	unapparels	unapparelled
unappropriate	unappropriates	unappropriated
unarc	unarcs	unarced
unarchive	unarchives	unarchived
unarm	unarms	unarmed
unassemble	unassembles	unassembled
unassert	unasserts	unasserted
unattire	unattires	unattired
unauthorize	unauthorizes	unauthorized
unbag	unbags	unbagged
unbalance	unbalances	unbalanced
unbale	unbales	unbaled
unballast	unballasts	unballasted
unban	unbans	unbanned
unbandage	unbandages	unbandaged
unbank	unbanks	unbanked
unbar	unbars	unbarred
unbark	unbarks	unbarked
unbarricade	unbarricades	unbarricaded
unbay	unbays	unbayed
unbeach	unbeaches	unbeached
unbear	unbears	unbore
unbeast	unbeasts	unbeasted
unbecome	unbecomes	unbecame
unbed	unbeds	unbedded
unbefool	unbefools	unbefooled
unbeguile	unbeguiles	unbeguiled
unbelieve	unbelieves	unbelieved
unbelt	unbelts	unbelted
unbend	unbends	unbent
unbenumb	unbenumbs	unbenumbed
unberth	unberths	unberthed
unbeseem	unbeseems	unbeseemed
unbespeak	unbespeaks	unbespoke
unbethink	unbethinks	unbethought
unbewitch	unbewitches	unbewitched
unbias	unbiases	unbiased
unbid	unbids	unbid
unbind	unbinds	unbound
unbishop	unbishops	unbishoped
unbit	unbits	unbitted
unbless	unblesses	unblessed
unblind	unblinds	unblinded
unblindfold	unblindfolds	unblindfolded
unblock	unblocks	unblocked
unblouse	unblouses	unbloused
unblue	unblues	unblued
unblur	unblurs	unblurred
unbody	unbodies	unbodied
unbold	unbolds	unbolded
unbolt	unbolts	unbolted
unbone	unbones	unboned
unbonnet	unbonnets	unbonneted
unbook	unbooks	unbooked
unboot	unboots	unbooted
unbore	unbores	unbored
unbosom	unbosoms	unbosomed
unbottle	unbottles	unbottled
unbow	unbows	unbowed
unbowel	unbowels	unbowelled
unbox	unboxes	unboxed
unboy	unboys	unboyed
unbrace	unbraces	unbraced
unbracket	unbrackets	unbracketed
unbraid	unbraids	unbraided
unbrake	unbrakes	unbraked
unbreak	unbreaks	unbroke
unbreast	unbreasts	unbreasted
unbreech	unbreeches	unbreeched
unbreed	unbreeds	unbred
unbrick	unbricks	unbricked
unbridle	unbridles	unbridled
unbrutalize	unbrutalizes	unbrutalized
unbuckle	unbuckles	unbuckled
unbuild	unbuilds	unbuilt
unbundle	unbundles	unbundled
unbung	unbungs	unbunged
unburden	unburdens	unburdened
unburrow	unburrows	unburrowed
unburthen	unburthens	unburthened
unbury	unburies	unburied
unbutton	unbuttons	unbuttoned
uncage	uncages	uncaged
uncamp	uncamps	uncamped
uncanonize	uncanonizes	uncanonized
uncap	uncaps	uncapped
uncape	uncapes	uncaped
uncapitalise	uncapitalises	uncapitalised
uncapitalize	uncapitalizes	uncapitalized
uncardinal	uncardinals	uncardinalled
uncart	uncarts	uncarted
uncase	uncases	uncased
uncask	uncasks	uncasked
uncastle	uncastles	uncastled
uncenter	uncenters	uncentered
uncentre	uncentres	uncentred
uncentury	uncenturies	uncenturied
unchain	unchains	unchained
unchamber	unchambers	unchambered
uncharge	uncharges	uncharged
uncharm	uncharms	uncharmed
uncharnel	uncharnels	uncharnelled
uncheck	unchecks	unchecked
unchild	unchilds	unchilded
unchill	unchills	unchilled
unchock	unchocks	unchocked
unchoke	unchokes	unchoked
unchoose	unchooses	unchose
unchristen	unchristens	unchristened
unchristianize	unchristianizes	unchristianized
unchurch	unchurches	unchurched
uncinch	uncinches	uncinched
uncipher	unciphers	unciphered
uncity	uncities	uncitied
unclamp	unclamps	unclamped
unclasp	unclasps	unclasped
unclench	unclenches	unclenched
unclew	unclews	unclewed
unclick	unclicks	unclicked
unclinch	unclinches	unclinched
uncling	unclings	unclung
unclip	unclips	unclipped
uncloak	uncloaks	uncloaked
unclog	unclogs	unclogged
uncloister	uncloisters	uncloistered
unclose	uncloses	unclosed
unclothe	unclothes	unclothed
uncloud	unclouds	unclouded
unclue	unclues	unclued
uncluster	unclusters	unclustered
unclutch	unclutches	unclutched
unclutter	unclutters	uncluttered
uncoach	uncoaches	uncoached
uncock	uncocks	uncocked
uncoif	uncoifs	uncoifed
uncoil	uncoils	uncoiled
uncollapse	uncollapses	uncollapsed
uncollar	uncollars	uncollared
uncombine	uncombines	uncombined
uncomment	uncomments	uncommented
uncommit	uncommits	uncommitted
uncomplicate	uncomplicates	uncomplicated
uncompress	uncompresses	uncompressed
unconcede	unconcedes	unconceded
unconfigure	unconfigures	unconfigured
unconfound	unconfounds	unconfounded
unconfuse	unconfuses	unconfused
uncongeal	uncongeals	uncongealed
unconsecrate	unconsecrates	unconsecrated
unconstrain	unconstrains	unconstrained
uncook	uncooks	uncooked
uncoop	uncoops	uncooped
uncord	uncords	uncorded
uncork	uncorks	uncorked
